CustomerAttributes,Product
"M, M, High School, Skilled Manual, Low Income, No kids, 31-40, 0, 0, 2","['LL Road Tire', 'Road Tire Tube', ""Women's Mountain Shorts, M"", 'Long-Sleeve Logo Jersey, XL', 'Mountain Tire Tube', 'Sport-100 Helmet, Black', 'Touring Tire Tube', 'Sport-100 Helmet, Red', 'ML Mountain Tire', 'Mountain Tire Tube', 'Sport-100 Helmet, Black', 'HL Road Tire', 'Road Tire Tube', 'Sport-100 Helmet, Blue', 'ML Mountain Tire', 'Mountain Tire Tube', 'Sport-100 Helmet, Blue', 'Half-Finger Gloves, M', 'Racing Socks, M', ""Women's Mountain Shorts, M"", 'Road Tire Tube', 'Sport-100 Helmet, Blue', 'Half-Finger Gloves, S', 'Road-350-W Yellow, 40', 'Sport-100 Helmet, Black', 'Road-750 Black, 52', 'Road Bottle Cage', 'Water Bottle - 30 oz.', 'Short-Sleeve Classic Jersey, L', 'Road Tire Tube', 'HL Road Tire', 'Half-Finger Gloves, M', 'LL Road Tire', 'Road Tire Tube', 'Sport-100 Helmet, Red', 'Half-Finger Gloves, S']"
"M, M, High School, Skilled Manual, Low Income, No kids, 31-40, 0, 1, 1","['Road-250 Red, 44', 'Road Tire Tube', 'HL Road Tire', 'LL Mountain Tire', 'Patch Kit/8 Patches', ""Women's Mountain Shorts, L"", 'Mountain-200 Silver, 46', 'HL Mountain Tire']"
"M, M, High School, Skilled Manual, Low Income, No kids, 31-40, 0, 1, 2","['Road-150 Red, 48', 'Road-150 Red, 52', 'Road-250 Red, 52', 'Road-250 Black, 48', 'Road-250 Red, 58', 'Road-250 Red, 48', 'Road-650 Black, 52', 'Mountain-500 Silver, 44', 'Fender Set - Mountain', 'Sport-100 Helmet, Black', 'Half-Finger Gloves, M', 'Mountain-200 Black, 42', 'Fender Set - Mountain', 'Sport-100 Helmet, Blue', 'Mountain-400-W Silver, 46', ""Women's Mountain Shorts, L"", 'Mountain-500 Silver, 52', 'Mountain Bottle Cage', 'Water Bottle - 30 oz.', 'AWC Logo Cap', 'Mountain-200 Black, 38', 'Mountain Bottle Cage', 'ML Mountain Tire', ""Women's Mountain Shorts, M"", 'Racing Socks, L', 'Water Bottle - 30 oz.', 'Hydration Pack - 70 oz.', 'Bike Wash - Dissolver', 'Mountain Tire Tube', 'HL Mountain Tire', 'Fender Set - Mountain', 'LL Mountain Tire', 'Mountain Tire Tube', 'Racing Socks, M', 'Sport-100 Helmet, Black', 'Mountain-200 Black, 38', 'Mountain Bottle Cage', 'Sport-100 Helmet, Black', 'Patch Kit/8 Patches', 'Bike Wash - Dissolver', 'LL Mountain Tire', 'Sport-100 Helmet, Black', 'Mountain Tire Tube', 'Patch Kit/8 Patches', 'Mountain-500 Black, 42', 'Mountain Bottle Cage', 'LL Mountain Tire', 'Mountain Tire Tube', 'Patch Kit/8 Patches', 'AWC Logo Cap', ""Women's Mountain Shorts, S"", 'Mountain Tire Tube', 'Mountain Bottle Cage', 'Water Bottle - 30 oz.', 'Touring Tire', 'Touring Tire Tube', 'Water Bottle - 30 oz.', 'Fender Set - Mountain', 'Long-Sleeve Logo Jersey, L', 'Mountain-400-W Silver, 40', 'ML Mountain Tire', 'Mountain Tire Tube', 'Patch Kit/8 Patches', 'Mountain Bottle Cage', 'LL Mountain Tire', 'Patch Kit/8 Patches', 'Bike Wash - Dissolver', ""Women's Mountain Shorts, M"", 'Half-Finger Gloves, M', ""Women's Mountain Shorts, L"", 'Mountain-200 Black, 38', 'HL Mountain Tire', 'Patch Kit/8 Patches', 'HL Mountain Tire', 'Mountain Tire Tube', 'Patch Kit/8 Patches', 'Mountain-200 Silver, 46', 'Fender Set - Mountain', 'Hydration Pack - 70 oz.', 'LL Mountain Tire', 'Racing Socks, M', 'Fender Set - Mountain', ""Women's Mountain Shorts, L"", 'Mountain Tire Tube', 'Half-Finger Gloves, M', 'Sport-100 Helmet, Black', 'Touring Tire', 'HL Road Tire', 'Fender Set - Mountain', 'Long-Sleeve Logo Jersey, S', 'Classic Vest, S', 'Fender Set - Mountain', 'Road Tire Tube', ""Women's Mountain Shorts, M"", 'AWC Logo Cap', ""Women's Mountain Shorts, L"", 'Road Tire Tube', 'HL Road Tire', 'Sport-100 Helmet, Black', 'Water Bottle - 30 oz.', 'Patch Kit/8 Patches', 'Mountain-200 Black, 42', 'Mountain Tire Tube', 'HL Mountain Tire', 'Patch Kit/8 Patches', 'Mountain-400-W Silver, 38', 'Sport-100 Helmet, Red', 'Mountain Tire Tube', 'Sport-100 Helmet, Red', 'Half-Finger Gloves, S', 'Touring Tire', 'Mountain-200 Silver, 38', 'Fender Set - Mountain', 'Touring Tire Tube', 'Bike Wash - Dissolver', 'Mountain Tire Tube', 'Patch Kit/8 Patches', ""Women's Mountain Shorts, S"", 'HL Road Tire', 'Road Tire Tube', 'Classic Vest, L', 'Mountain Bottle Cage', 'Water Bottle - 30 oz.', 'Mountain Tire Tube', 'Road Tire Tube', 'Patch Kit/8 Patches', 'Road-350-W Yellow, 42']"
"M, M, High School, Skilled Manual, Mid Income, 1-2 kids, 41-50, 0, 0, 2","['Road-250 Black, 58', 'Mountain-200 Black, 38', 'Mountain-200 Silver, 42', 'Sport-100 Helmet, Red', 'Road-250 Red, 58', 'HL Road Tire', 'Road Tire Tube']"
"M, M, High School, Skilled Manual, Mid Income, 1-2 kids, 41-50, 0, 1, 2","['Road-150 Red, 44', 'Road-150 Red, 48', 'Road-150 Red, 56', 'Road-250 Black, 44', 'Mountain-200 Black, 46', 'Road-550-W Yellow, 38', 'Mountain-500 Silver, 40', 'LL Mountain Tire', 'Patch Kit/8 Patches', 'Road-250 Black, 48', 'Sport-100 Helmet, Black', 'Half-Finger Gloves, S', 'Touring-1000 Blue, 60', 'Road-350-W Yellow, 42', 'Water Bottle - 30 oz.', 'Road Bottle Cage', 'Sport-100 Helmet, Black', 'Road-550-W Yellow, 38', 'AWC Logo Cap', 'Short-Sleeve Classic Jersey, L', 'Road-250 Black, 58', 'Road Bottle Cage', 'Water Bottle - 30 oz.', 'AWC Logo Cap', 'Mountain-200 Silver, 38', 'Mountain Bottle Cage', 'Water Bottle - 30 oz.', 'Patch Kit/8 Patches', 'All-Purpose Bike Stand', 'Touring-1000 Blue, 46', 'Sport-100 Helmet, Blue']"
"M, M, High School, Skilled Manual, Mid Income, 1-2 kids, 51-60, 0, 0, 2","['Road-150 Red, 56', 'Road-150 Red, 44', 'Mountain-100 Black, 38', 'Road-250 Black, 48', 'Road-250 Red, 48', 'Mountain-200 Silver, 42', 'Mountain-200 Silver, 38', 'Mountain-200 Silver, 46', 'Mountain-200 Black, 38', 'Mountain-200 Black, 38', 'Mountain-200 Black, 42', 'Mountain Bottle Cage', 'Water Bottle - 30 oz.', 'AWC Logo Cap', 'Long-Sleeve Logo Jersey, S', 'Touring-1000 Yellow, 50', 'Water Bottle - 30 oz.', 'Road Bottle Cage', 'Road-250 Black, 48', 'Touring-1000 Blue, 46', 'Touring Tire', 'Touring Tire Tube', 'Sport-100 Helmet, Black', 'Half-Finger Gloves, S', 'Mountain-200 Black, 46', 'Mountain Tire Tube', 'HL Mountain Tire', 'Patch Kit/8 Patches', 'Road-250 Black, 44', 'Road Bottle Cage', 'Water Bottle - 30 oz.', 'AWC Logo Cap', 'Mountain-200 Silver, 38', 'Patch Kit/8 Patches', 'Road-750 Black, 52', 'Sport-100 Helmet, Black', 'Touring-1000 Blue, 46', 'Sport-100 Helmet, Red', 'Mountain-200 Black, 38', 'Fender Set - Mountain', 'Sport-100 Helmet, Black']"
"M, M, High School, Skilled Manual, Mid Income, 1-2 kids, 51-60, 0, 1, 2","['Mountain-100 Silver, 44', 'Road-150 Red, 52', 'Road-150 Red, 62', 'Road-650 Black, 52', 'Road-650 Black, 60', 'Mountain-200 Black, 46', 'Road-250 Red, 58', 'Mountain-200 Black, 42', 'Mountain Tire Tube', 'HL Mountain Tire', 'Patch Kit/8 Patches', 'Bike Wash - Dissolver', 'Road-250 Red, 58', 'Sport-100 Helmet, Red', 'Touring-1000 Yellow, 50', 'Touring Tire', 'Touring Tire Tube', 'Patch Kit/8 Patches', 'Road-250 Red, 58', 'Bike Wash - Dissolver', 'Road-550-W Yellow, 40', 'Short-Sleeve Classic Jersey, L', 'Mountain-200 Silver, 46', 'Fender Set - Mountain', 'Short-Sleeve Classic Jersey, XL', 'Road-350-W Yellow, 48', 'Road-550-W Yellow, 42', 'Sport-100 Helmet, Black']"
"M, M, Partial College, Clerical, Low Income, 1-2 kids, 21-30, 2, 0, 0","['Road-250 Black, 48', 'Mountain-500 Silver, 44', 'Fender Set - Mountain']"
"M, M, Partial College, Clerical, Low Income, 1-2 kids, 31-40, 0, 1, 1","['Road-650 Red, 52', 'Road-250 Black, 52', 'Road-250 Black, 48', 'Road-650 Red, 58', 'Mountain-400-W Silver, 42', ""Women's Mountain Shorts, S"", 'Half-Finger Gloves, S', 'Touring-2000 Blue, 50', 'Touring Tire', 'ML Mountain Tire', 'Road-350-W Yellow, 42', 'Sport-100 Helmet, Black', 'Mountain-400-W Silver, 46', 'Road-550-W Yellow, 40', 'Water Bottle - 30 oz.', 'Road Bottle Cage', 'AWC Logo Cap', 'Mountain-200 Black, 42', 'Patch Kit/8 Patches', ""Women's Mountain Shorts, S"", 'Long-Sleeve Logo Jersey, XL', 'Mountain Bottle Cage', 'Sport-100 Helmet, Black']"
"M, M, Partial College, Clerical, Low Income, 1-2 kids, 31-40, 1, 1, 1","['Road-250 Red, 52', 'Road-250 Red, 58', 'Road-250 Black, 52', 'Touring-1000 Yellow, 46', 'Road Bottle Cage', 'Water Bottle - 30 oz.', 'Half-Finger Gloves, L', 'Touring-1000 Blue, 50', 'Mountain-200 Silver, 42', 'Hydration Pack - 70 oz.', 'Long-Sleeve Logo Jersey, XL', 'Mountain-200 Silver, 46', 'Fender Set - Mountain', 'Mountain-200 Black, 38', 'Mountain Bottle Cage', 'Water Bottle - 30 oz.', 'Half-Finger Gloves, S', 'Touring-1000 Yellow, 46', 'Sport-100 Helmet, Black']"
"M, M, Partial College, Clerical, Low Income, 1-2 kids, 31-40, 2, 0, 0","['Mountain-100 Silver, 42', 'Mountain-200 Silver, 38', 'Mountain Bottle Cage', 'Water Bottle - 30 oz.', 'Classic Vest, L', 'Touring-2000 Blue, 46', 'Sport-100 Helmet, Blue', 'Road Tire Tube', 'ML Road Tire', 'Patch Kit/8 Patches', 'HL Mountain Tire', 'Sport-100 Helmet, Black', 'ML Road Tire']"
"M, M, Partial College, Clerical, Low Income, 1-2 kids, 31-40, 2, 0, 1",['LL Road Tire']
"M, M, Partial College, Clerical, Low Income, 1-2 kids, 31-40, 2, 0, 2","['Road-250 Red, 52', 'Road-250 Black, 48', 'Road-250 Black, 52', 'Mountain-200 Silver, 42', 'Classic Vest, S', 'Fender Set - Mountain', 'Road-250 Red, 58', 'Road Tire Tube', 'HL Road Tire', 'Sport-100 Helmet, Red', 'Mountain-500 Black, 52', 'Mountain Tire Tube', 'LL Mountain Tire', 'Patch Kit/8 Patches', 'Road Tire Tube', 'Classic Vest, L', 'Road-750 Black, 44', 'Water Bottle - 30 oz.', 'Road Bottle Cage', 'Sport-100 Helmet, Red', 'Half-Finger Gloves, L', 'Long-Sleeve Logo Jersey, L']"
"M, M, Partial College, Clerical, Low Income, 1-2 kids, 31-40, 2, 1, 0","['Road-550-W Yellow, 38', 'Short-Sleeve Classic Jersey, L', 'Road-750 Black, 52', 'Road Bottle Cage', 'Water Bottle - 30 oz.', 'Road-550-W Yellow, 38', 'Short-Sleeve Classic Jersey, XL', 'Half-Finger Gloves, L', 'Touring-3000 Yellow, 50', 'Touring Tire', 'Touring Tire Tube', 'Hydration Pack - 70 oz.', 'Sport-100 Helmet, Black']"
"M, M, Partial College, Clerical, Low Income, 1-2 kids, 31-40, 2, 1, 1","['Mountain-200 Black, 38', 'Mountain-200 Silver, 38', 'Mountain-200 Black, 46', 'Mountain-200 Black, 42', 'Road-750 Black, 52', 'Road Bottle Cage', 'Water Bottle - 30 oz.', 'Road-750 Black, 44', 'Touring-2000 Blue, 46', 'AWC Logo Cap', 'Road-350-W Yellow, 40', 'Water Bottle - 30 oz.', 'Road Bottle Cage', 'Road-550-W Yellow, 38', 'Sport-100 Helmet, Red', 'Road-350-W Yellow, 48', 'Road Tire Tube', 'ML Road Tire', 'Sport-100 Helmet, Red']"
"M, M, Partial College, Clerical, Low Income, 1-2 kids, 31-40, 2, 1, 2","['Touring Tire Tube', 'Sport-100 Helmet, Red', 'LL Road Tire', 'ML Road Tire', 'Road Tire Tube', 'Long-Sleeve Logo Jersey, S', 'ML Road Tire', 'Road Tire Tube', 'Touring Tire Tube', 'Road Bottle Cage', 'Water Bottle - 30 oz.', 'Touring Tire Tube', 'Patch Kit/8 Patches', 'HL Road Tire', 'Classic Vest, M', 'Road Tire Tube']"
"M, M, Partial College, Clerical, Low Income, 1-2 kids, 41-50, 0, 0, 1","['Mountain-200 Silver, 46', 'Touring Tire Tube', 'Touring Tire', 'Sport-100 Helmet, Black', 'Half-Finger Gloves, S', 'ML Road Tire', 'Patch Kit/8 Patches', 'Road Tire Tube', 'ML Road Tire', 'Sport-100 Helmet, Black', 'LL Mountain Tire', 'Patch Kit/8 Patches']"
"M, M, Partial College, Clerical, Low Income, 1-2 kids, 41-50, 0, 0, 2","['Road-250 Red, 58', 'ML Mountain Tire', 'Mountain Tire Tube', 'Sport-100 Helmet, Red', 'Racing Socks, L', 'Road-750 Black, 52', 'Road Bottle Cage', 'Water Bottle - 30 oz.', 'AWC Logo Cap', 'Patch Kit/8 Patches']"
"M, M, Partial College, Clerical, Low Income, 1-2 kids, 41-50, 0, 1, 1","['Road-150 Red, 52', 'Road-150 Red, 52', 'Road-650 Red, 44', 'Road-650 Black, 60', 'Road-650 Black, 62', 'Road-650 Red, 60', 'Road-150 Red, 48', 'Road-150 Red, 62', 'Road-150 Red, 62', 'Road-250 Red, 58', 'Road-250 Red, 58', 'Road-550-W Yellow, 38', 'Road-550-W Yellow, 42', 'Mountain-400-W Silver, 38', 'Bike Wash - Dissolver', 'Road-250 Black, 44', 'ML Road Tire', 'Road Tire Tube', 'Patch Kit/8 Patches', ""Women's Mountain Shorts, M"", 'Road-550-W Yellow, 38', 'Sport-100 Helmet, Red', 'Mountain Tire Tube', 'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, L', 'AWC Logo Cap', 'Touring-2000 Blue, 50', 'Road Bottle Cage', 'Water Bottle - 30 oz.', 'Hydration Pack - 70 oz.', 'AWC Logo Cap', 'Touring-2000 Blue, 60', 'Mountain Bottle Cage', 'Water Bottle - 30 oz.', 'HL Mountain Tire', 'Mountain Tire Tube', 'Sport-100 Helmet, Black', 'AWC Logo Cap', 'Road-550-W Yellow, 48', 'Sport-100 Helmet, Red', 'Mountain Bottle Cage', 'Water Bottle - 30 oz.', 'Bike Wash - Dissolver', 'Fender Set - Mountain', 'ML Mountain Tire', 'Mountain Tire Tube', 'Road-350-W Yellow, 44', 'Road Bottle Cage', 'Water Bottle - 30 oz.', 'Sport-100 Helmet, Red', 'Mountain Tire Tube', 'Sport-100 Helmet, Black', 'Half-Finger Gloves, S', 'Mountain-200 Silver, 42', 'Fender Set - Mountain', 'AWC Logo Cap', 'Short-Sleeve Classic Jersey, L', 'Road-750 Black, 52', 'Road-350-W Yellow, 48', 'Long-Sleeve Logo Jersey, M', 'Mountain-200 Black, 38', 'Mountain Tire Tube', 'Hitch Rack - 4-Bike', 'Road-350-W Yellow, 44', 'Short-Sleeve Classic Jersey, S', 'AWC Logo Cap', ""Women's Mountain Shorts, M"", 'LL Mountain Tire', 'Mountain-200 Silver, 46', 'HL Mountain Tire', 'Patch Kit/8 Patches', 'Bike Wash - Dissolver', 'Touring-1000 Blue, 46', 'Water Bottle - 30 oz.', 'Road Bottle Cage', 'Road-350-W Yellow, 44', 'Sport-100 Helmet, Black', 'Road Tire Tube', 'Mountain-200 Silver, 46', 'HL Mountain Tire', 'Mountain Tire Tube', 'Patch Kit/8 Patches', 'Mountain Tire Tube', 'Sport-100 Helmet, Blue', 'Long-Sleeve Logo Jersey, M', 'AWC Logo Cap', 'Mountain-400-W Silver, 40', 'Sport-100 Helmet, Red', 'Mountain-400-W Silver, 38', 'Sport-100 Helmet, Blue', 'Mountain-400-W Silver, 42', 'ML Mountain Tire', 'Water Bottle - 30 oz.', 'Sport-100 Helmet, Black', 'Road-550-W Yellow, 42', 'Short-Sleeve Classic Jersey, M', 'Mountain Tire Tube', 'Patch Kit/8 Patches', 'Mountain-500 Black, 42', 'LL Mountain Tire', 'Mountain Tire Tube', 'Patch Kit/8 Patches', 'Mountain-500 Black, 44', 'LL Mountain Tire', 'Mountain Tire Tube', 'Mountain-200 Silver, 46', 'Fender Set - Mountain', 'Racing Socks, L', 'Mountain Bottle Cage']"
"M, M, Partial College, Clerical, Low Income, 1-2 kids, 41-50, 2, 0, 0","['Road-250 Red, 48', 'Mountain-500 Black, 44', 'Fender Set - Mountain', 'Mountain Bottle Cage', 'Water Bottle - 30 oz.']"
"M, M, Partial College, Clerical, Low Income, 1-2 kids, 41-50, 2, 0, 1","['Road Tire Tube', 'Sport-100 Helmet, Blue']"
"M, M, Partial College, Clerical, Low Income, 1-2 kids, 41-50, 2, 0, 2","['Road-250 Red, 58', 'Mountain-400-W Silver, 38', 'Mountain Bottle Cage', 'Water Bottle - 30 oz.', 'Sport-100 Helmet, Blue', 'Long-Sleeve Logo Jersey, XL', 'Half-Finger Gloves, S', 'Road Tire Tube', 'Patch Kit/8 Patches']"
"M, M, Partial College, Clerical, Low Income, 1-2 kids, 41-50, 2, 1, 1","['Touring-2000 Blue, 46', 'Water Bottle - 30 oz.', 'Road Bottle Cage']"
"M, M, Partial College, Clerical, Low Income, 1-2 kids, 41-50, 2, 1, 2","['Touring Tire Tube', 'Sport-100 Helmet, Red', 'Touring Tire Tube', 'Touring Tire', 'Touring Tire Tube', 'Patch Kit/8 Patches', 'Touring Tire', 'Touring Tire Tube', 'Sport-100 Helmet, Red']"
"M, M, Partial College, Clerical, Low Income, 1-2 kids, 51-60, 0, 0, 1",['ML Road Tire']
"M, M, Partial College, Clerical, Low Income, 1-2 kids, 51-60, 0, 0, 2","['Road-150 Red, 56', 'Road-250 Red, 48', 'Road-750 Black, 58', 'Road Bottle Cage', 'Water Bottle - 30 oz.', 'Sport-100 Helmet, Blue', ""Women's Mountain Shorts, M"", 'Short-Sleeve Classic Jersey, S', 'Touring Tire', 'Touring Tire Tube', 'Short-Sleeve Classic Jersey, XL', 'LL Mountain Tire', 'Mountain Tire Tube', 'Road Tire Tube', 'Sport-100 Helmet, Blue', 'Mountain-500 Silver, 48', 'LL Mountain Tire', 'Mountain Tire Tube', 'Patch Kit/8 Patches', 'Mountain Tire Tube', 'Sport-100 Helmet, Black', 'Short-Sleeve Classic Jersey, M', 'Road Tire Tube', 'ML Road Tire', 'Short-Sleeve Classic Jersey, S', 'AWC Logo Cap']"
